customer_id,event,time
0,arrive,0.09468421545717645
0,start,0.09468421545717645
0,depart,0.23008827777284546
1,arrive,3.1031687457766597
1,start,3.1031687457766597
2,arrive,4.447823669970308
1,depart,4.636816031388358
2,start,4.636816031388358
2,depart,4.936355011164017
3,arrive,5.822730918494695
3,start,5.822730918494695
4,arrive,6.256015325109862
3,depart,6.889097661492011
4,start,6.889097661492011
4,depart,7.794571337243082
5,arrive,9.627064005851231
5,start,9.627064005851231
5,depart,10.036115282554512
6,arrive,10.40485708742235
6,start,10.40485708742235
7,arrive,10.925295010601326
6,depart,11.462975334969855
7,start,11.462975334969855
8,arrive,11.48547057560518
7,depart,12.099635191033352
8,start,12.099635191033352
9,arrive,12.482290014971532
10,arrive,12.52418114025988
11,arrive,12.78634051066431
8,depart,12.933870768042937
9,start,12.933870768042937
9,depart,13.637854440267589
10,start,13.637854440267589
12,arrive,14.009697732170542
13,arrive,14.063611602942947
14,arrive,14.327225453901422
15,arrive,15.024321609331645
10,depart,15.154173096275262
11,start,15.154173096275262
11,depart,15.335026160216824
12,start,15.335026160216824
16,arrive,16.398661090613427
12,depart,16.54049520181147
13,start,16.54049520181147
13,depart,16.844494264316854
14,start,16.844494264316854
17,arrive,16.92697250384532
18,arrive,17.040285050468196
14,depart,18.318453463137928
15,start,18.318453463137928
15,depart,18.62830694166304
16,start,18.62830694166304
16,depart,19.003204271759312
17,start,19.003204271759312
17,depart,19.192369092234948
18,start,19.192369092234948
18,depart,19.718274161954703
19,arrive,19.75514357588375
19,start,19.75514357588375
19,depart,19.96333522179612
20,arrive,21.60204680414585
20,start,21.60204680414585
20,depart,22.085562151753766
21,arrive,22.409537806667853
21,start,22.409537806667853
21,depart,22.52576912054361
22,arrive,22.76870022979104
22,start,22.76870022979104
22,depart,23.215648650217414
23,arrive,23.965651162919873
23,start,23.965651162919873
24,arrive,24.5999270676398
25,arrive,24.71305581460632
23,depart,24.734826150701434
24,start,24.734826150701434
26,arrive,26.415284299375813
24,depart,26.58051716524457
25,start,26.58051716524457
27,arrive,26.70872736251284
28,arrive,27.908846404811612
25,depart,27.991384922045448
26,start,27.991384922045448
26,depart,28.25346756062913
27,start,28.25346756062913
