customer_id,event,time
0,arrive,0.7944223380389417
0,start,0.7944223380389417
1,arrive,0.9358608679841603
2,arrive,1.2957553546900562
0,depart,1.8304411472865147
1,start,1.8304411472865147
1,depart,2.0088433635698
2,start,2.0088433635698
2,depart,3.205028040501724
3,arrive,4.081636426479847
3,start,4.081636426479847
4,arrive,4.262728596161786
5,arrive,6.331098795196131
6,arrive,6.444849480356802
3,depart,6.901604065619318
4,start,6.901604065619318
4,depart,7.106573767499057
5,start,7.106573767499057
7,arrive,7.492720521131255
5,depart,7.703758233477508
6,start,7.703758233477508
6,depart,7.844023861700433
7,start,7.844023861700433
7,depart,8.047987233598482
8,arrive,9.391911113627387
8,start,9.391911113627387
8,depart,9.446587161768619
9,arrive,9.468056386590769
9,start,9.468056386590769
9,depart,9.616366993792617
10,arrive,10.158978331244633
10,start,10.158978331244633
11,arrive,10.296905686777272
12,arrive,10.641867433130042
13,arrive,11.056001468773268
10,depart,11.157152373584196
11,start,11.157152373584196
14,arrive,11.468115402375965
15,arrive,11.785453063433568
11,depart,12.692795937816733
12,start,12.692795937816733
16,arrive,12.82973872772784
17,arrive,13.67636325080889
18,arrive,14.008918402187204
19,arrive,14.15763205312592
12,depart,14.980637125933429
13,start,14.980637125933429
13,depart,15.141570061084762
14,start,15.141570061084762
20,arrive,15.21546280042321
14,depart,15.569693563775257
15,start,15.569693563775257
15,depart,16.841066965092107
16,start,16.841066965092107
21,arrive,16.90384059233603
16,depart,17.111648674874548
17,start,17.111648674874548
22,arrive,17.360096338330983
17,depart,17.395905351129667
18,start,17.395905351129667
23,arrive,17.704527679565082
24,arrive,17.82832868641699
25,arrive,17.950610581831157
18,depart,17.96846363671202
19,start,17.96846363671202
26,arrive,18.109494586794536
19,depart,18.302151761762207
20,start,18.302151761762207
20,depart,18.622642229657107
21,start,18.622642229657107
27,arrive,18.87516202476639
21,depart,19.09163829750576
22,start,19.09163829750576
22,depart,20.35942491540897
23,start,20.35942491540897
28,arrive,20.361517703469694
23,depart,20.816681165754908
24,start,20.816681165754908
24,depart,20.81730947284121
25,start,20.81730947284121
25,depart,21.544743486442908
26,start,21.544743486442908
26,depart,22.50390888513771
27,start,22.50390888513771
29,arrive,22.536887558063885
27,depart,22.937229547250887
28,start,22.937229547250887
30,arrive,23.095210958573617
28,depart,23.18674564658146
29,start,23.18674564658146
29,depart,23.365200192288434
30,start,23.365200192288434
30,depart,24.057474171686902
31,arrive,24.54838551017241
31,start,24.54838551017241
32,arrive,25.805198805957325
31,depart,26.019289215312202
32,start,26.019289215312202
32,depart,26.169090764269946
33,arrive,28.43631724995228
33,start,28.43631724995228
34,arrive,28.604916586268107
33,depart,28.706714642270665
34,start,28.706714642270665
34,depart,29.431381319043634
35,arrive,30.357860327846637
35,start,30.357860327846637
35,depart,30.833286977075005
36,arrive,31.67853894244801
36,start,31.67853894244801
37,arrive,32.42882092307594
38,arrive,32.92598780280033
39,arrive,33.48728584356337
40,arrive,34.553069536492394
36,depart,34.90496773217822
37,start,34.90496773217822
41,arrive,36.547291312793995
37,depart,36.852415942999684
38,start,36.852415942999684
38,depart,36.88763862716344
39,start,36.88763862716344
39,depart,36.970436620033745
40,start,36.970436620033745
40,depart,36.993816694190855
41,start,36.993816694190855
41,depart,36.9962384924876
42,arrive,37.301224921326835
42,start,37.301224921326835
42,depart,37.683259753429205
43,arrive,38.330723727888596
43,start,38.330723727888596
44,arrive,38.42614491568091
45,arrive,39.34460911909845
43,depart,39.70397436633293
44,start,39.70397436633293
46,arrive,40.05824528075668
47,arrive,40.15980206059959
48,arrive,40.758479044520286
44,depart,41.2338142589886
45,start,41.2338142589886
49,arrive,41.63706305153547
45,depart,41.78316231653026
46,start,41.78316231653026
50,arrive,41.881391479985766
46,depart,43.036341878876
47,start,43.036341878876
51,arrive,43.829086839960134
52,arrive,44.75424494363919
53,arrive,44.974595936468525
54,arrive,45.25259474757711
55,arrive,45.28505750596134
47,depart,47.45150368968878
48,start,47.45150368968878
48,depart,47.91349432834764
49,start,47.91349432834764
49,depart,48.17812572021308
50,start,48.17812572021308
50,depart,48.19492432485225
51,start,48.19492432485225
51,depart,48.50929260030169
52,start,48.50929260030169
56,arrive,49.46792645799712
57,arrive,50.56483706166514
58,arrive,50.654881239008105
59,arrive,50.917170258715714
52,depart,51.53139216096276
53,start,51.53139216096276
53,depart,51.850739026227686
54,start,51.850739026227686
54,depart,53.07015057154949
55,start,53.07015057154949
60,arrive,53.7158303855365
61,arrive,53.78825765482374
55,depart,53.94894630910434
56,start,53.94894630910434
56,depart,55.48304977220382
57,start,55.48304977220382
62,arrive,55.851702808117096
63,arrive,55.963663892007666
64,arrive,56.23497999123704
65,arrive,56.62334283304272
57,depart,57.67689249798282
58,start,57.67689249798282
66,arrive,58.33831931157738
58,depart,58.371012888084024
59,start,58.371012888084024
59,depart,59.62092432790178
60,start,59.62092432790178
60,depart,59.68376393839419
61,start,59.68376393839419
61,depart,60.42836542973555
62,start,60.42836542973555
62,depart,60.504115715992704
63,start,60.504115715992704
67,arrive,61.76243659096397
68,arrive,61.7735039472569
63,depart,61.93859846605875
64,start,61.93859846605875
69,arrive,62.09950297640521
64,depart,62.7378664672436
65,start,62.7378664672436
65,depart,62.846838563604834
66,start,62.846838563604834
70,arrive,63.87320945970016
71,arrive,63.97412530581777
66,depart,64.3013462959193
67,start,64.3013462959193
72,arrive,64.45100866031788
73,arrive,65.05834679531968
67,depart,65.53566131188698
68,start,65.53566131188698
68,depart,66.06046720841613
69,start,66.06046720841613
74,arrive,66.19050387088465
69,depart,66.96042837980605
70,start,66.96042837980605
70,depart,67.50547348953386
71,start,67.50547348953386
71,depart,67.68006448613443
72,start,67.68006448613443
72,depart,67.69262500019674
73,start,67.69262500019674
75,arrive,67.75578578649888
76,arrive,68.00469123614874
73,depart,68.20180260999776
74,start,68.20180260999776
77,arrive,68.3760109202968
74,depart,68.38644220171358
75,start,68.38644220171358
78,arrive,68.57998630772512
79,arrive,68.98923552114458
80,arrive,71.45487948699092
81,arrive,71.49309701175328
75,depart,71.69830245748389
76,start,71.69830245748389
82,arrive,72.25779261526354
83,arrive,73.21524486086378
84,arrive,73.45809431204509
76,depart,73.53157729926882
77,start,73.53157729926882
77,depart,74.19569219830589
78,start,74.19569219830589
85,arrive,74.5596123652117
78,depart,74.81657294130649
79,start,74.81657294130649
86,arrive,75.37091943151303
79,depart,75.77687048555856
80,start,75.77687048555856
80,depart,75.81741367749204
81,start,75.81741367749204
87,arrive,76.92791544022475
88,arrive,77.89220175657128
89,arrive,78.36049126667045
90,arrive,78.47166511808139
91,arrive,78.72789561044115
81,depart,78.76064782350554
82,start,78.76064782350554
92,arrive,78.79513490988846
93,arrive,79.04332117262744
94,arrive,79.14633153586246
95,arrive,79.74070307753418
82,depart,80.0029835666055
83,start,80.0029835666055
83,depart,80.15594395791297
84,start,80.15594395791297
96,arrive,81.00607992377043
84,depart,81.66134828972278
85,start,81.66134828972278
85,depart,82.59604619569986
86,start,82.59604619569986
86,depart,82.6629452578476
87,start,82.6629452578476
87,depart,83.86544965416653
