customer_id,event,time
0,arrive,0.8693049683090665
0,start,0.8693049683090665
1,arrive,1.0996292381096773
0,depart,1.7252522443466356
1,start,1.7252522443466356
1,depart,1.7603185109125712
2,arrive,4.027430731092661
2,start,4.027430731092661
2,depart,4.390845618149013
3,arrive,4.624176719699358
3,start,4.624176719699358
4,arrive,4.963740892373906
3,depart,6.369974121134234
4,start,6.369974121134234
4,depart,7.727560274040369
5,arrive,8.366868580847996
5,start,8.366868580847996
6,arrive,8.909925774608901
7,arrive,9.020420906229559
8,arrive,9.69307528445955
5,depart,10.078913848227064
6,start,10.078913848227064
6,depart,10.142478452340093
7,start,10.142478452340093
9,arrive,10.327878991931527
10,arrive,10.80052551938402
7,depart,10.814466564735634
8,start,10.814466564735634
8,depart,10.903330000652828
9,start,10.903330000652828
11,arrive,11.259126756868843
12,arrive,11.403796153395742
13,arrive,11.439065294021809
9,depart,11.82077551079236
10,start,11.82077551079236
10,depart,12.130328306825154
11,start,12.130328306825154
11,depart,12.919258971553903
12,start,12.919258971553903
14,arrive,13.46488517772704
12,depart,13.997774954254096
13,start,13.997774954254096
15,arrive,14.897170466190119
16,arrive,15.070015226822562
17,arrive,15.664783758870676
18,arrive,15.804148054176203
13,depart,16.03654486315859
14,start,16.03654486315859
14,depart,16.25153092627903
15,start,16.25153092627903
15,depart,16.506338928746974
16,start,16.506338928746974
16,depart,16.746712223970977
17,start,16.746712223970977
19,arrive,17.073486235951098
20,arrive,17.724656410061023
17,depart,17.804032122032535
18,start,17.804032122032535
18,depart,18.54581097210262
19,start,18.54581097210262
19,depart,19.28270899258277
20,start,19.28270899258277
21,arrive,19.49490714166417
22,arrive,19.899852281376397
20,depart,20.207940056240083
21,start,20.207940056240083
23,arrive,20.41056313464397
21,depart,20.488022797556788
22,start,20.488022797556788
24,arrive,20.639962796386218
25,arrive,21.581182513465706
26,arrive,22.1870115936964
22,depart,22.43990824186454
23,start,22.43990824186454
23,depart,22.602355689994937
24,start,22.602355689994937
27,arrive,23.1544371847752
28,arrive,23.832817695542303
29,arrive,24.1870228115434
24,depart,24.369152694625257
25,start,24.369152694625257
25,depart,24.924046009571246
26,start,24.924046009571246
30,arrive,25.374091082385476
31,arrive,25.509514538092425
26,depart,25.939347652463553
27,start,25.939347652463553
27,depart,27.718977272878448
28,start,27.718977272878448
28,depart,27.83333309202329
29,start,27.83333309202329
29,depart,28.441307804592977
30,start,28.441307804592977
30,depart,28.47025626268415
31,start,28.47025626268415
31,depart,28.520636843796098
32,arrive,28.622442959595546
32,start,28.622442959595546
32,depart,28.682026308129714
33,arrive,28.854104294788826
33,start,28.854104294788826
33,depart,29.415887796595012
34,arrive,31.938124990378626
34,start,31.938124990378626
35,arrive,32.74351266371408
34,depart,32.9918327190433
35,start,32.9918327190433
36,arrive,33.07121629816012
35,depart,33.544745587404314
36,start,33.544745587404314
37,arrive,34.286444654817174
36,depart,34.30579502297414
37,start,34.30579502297414
37,depart,34.357401838459964
38,arrive,34.66505304269211
38,start,34.66505304269211
39,arrive,36.90623271349311
38,depart,38.22077370859425
39,start,38.22077370859425
39,depart,38.33696510226093
40,arrive,40.856922933290605
40,start,40.856922933290605
40,depart,41.0479855973015
41,arrive,41.084189668716185
41,start,41.084189668716185
41,depart,41.52791022319397
42,arrive,42.89714540738451
42,start,42.89714540738451
42,depart,44.08704614145656
43,arrive,44.25974077114568
43,start,44.25974077114568
43,depart,44.44900278623816
44,arrive,44.927493250311514
44,start,44.927493250311514
44,depart,45.635423083046895
45,arrive,50.20634864221577
45,start,50.20634864221577
